Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
420770;Ipumirim (SC);SC;239,9;28,8;358,7432073;265,1;0,53;37,92;0,798;6907
420775;Iraceminha (SC);SC;158,9;28,9;474,7604371;206,04;0,48;38,29;0,777;4592
420780;Irani (SC);SC;318,9;27;337,0872159;267,1;0,6;37,29;0,798;8602
420785;Irati (SC);SC;79;27,9;442,0254251;167,98;0,61;44,6;0,773;2202
420790;Irineópolis (SC);SC;581,2;16,7;269,2737909;206,08;0,56;39,27;0,767;9734
420810;Itaiópolis (SC);SC;1242,6;15,4;194,1513332;157,53;0,49;44,07;0,738;19086
420820;Itajaí (SC);SC;303,6;485,7;77,37115123;387;0,55;39,69;0,825;147494
420830;Itapema (SC);SC;58,7;440,5;56,66923494;486,66;0,68;40,73;0,835;25869
420840;Itapiranga (SC);SC;286,1;48,9;511,605908;275,69;0,62;44,28;0,832;13998
420845;Itapoá (SC);SC;256,1;34,5;164,5916582;305,39;0,62;43,51;0,793;8839
420800;Itá (SC);SC;166,1;40,7;373,7070828;323,13;0,55;36,2;0,805;6764
420850;Ituporanga (SC);SC;335,7;58;105,6596999;281,8;0,47;37,33;0,825;19492
420860;Jaborá (SC);SC;188;22,3;317,7047896;245,68;0,48;32,83;0,794;4194
420870;Jacinto Machado (SC);SC;417,2;26,2;195,7850409;190,42;0,49;37,21;0,757;10923
420880;Jaguaruna (SC);SC;328;44,5;122,4009131;268,38;0,52;32,31;0,793;14613
420890;Jaraguá do Sul (SC);SC;540;200,7;133,6756487;414,14;0,48;36,05;0,85;108489
420895;Jardinópolis (SC);SC;67,2;29,5;437,1410452;163,26;0,53;45,03;0,763;1994
420900;Joaçaba (SC);SC;240,6;99,9;295,3393596;451,77;0,57;38,45;0,866;24066
420910;Joinville (SC);SC;1081,7;396,6;146,6587749;407,6;0,54;43,23;0,857;429604
420915;José Boiteux (SC);SC;358,6;12,8;128,0535747;215,45;0,56;48,77;0,771;4594
420917;Jupiá (SC);SC;91,5;24,3;434,6571201;205,71;0,59;57,63;0,752;2220
420920;Lacerdópolis (SC);SC;69,1;31,4;298,923074;460,16;0,55;32,05;0,854;2173
420930;Lages (SC);SC;2651,4;59;176,5035668;335,45;0,61;40,93;0,813;157682
420940;Laguna (SC);SC;445,2;106,5;101,0473906;247,23;0,53;40,97;0,793;47568
420945;Lajeado Grande (SC);SC;66,9;23,5;405,3909542;301,39;0,54;39,6;0,813;1572
420950;Laurentino (SC);SC;67,9;74,6;124,1966691;323,85;0,5;31,66;0,825;5062
420960;Lauro Muller (SC);SC;267;50,8;121,4343861;230,67;0,46;35,44;0,8;13604
420970;Lebon Régis (SC);SC;990,7;11,8;224,5896611;153,03;0,56;43,31;0,735;11682
420980;Leoberto Leal (SC);SC;298,3;12,5;73,39077601;204,25;0,48;37,89;0,748;3739
420985;Lindóia do Sul (SC);SC;190,3;25,5;352,5079765;386,63;0,61;36,52;0,819;4877
420990;Lontras (SC);SC;197,5;42,4;109,0579328;237,04;0,47;40,28;0,777;8381
421000;Luiz Alves (SC);SC;260,8;30,1;104,4826063;507,63;0,61;33,21;0,84;7974
421003;Luzerna (SC);SC;116,7;47,7;292,5351821;332,56;0,5;29,41;0,855;5572
421005;Macieira (SC);SC;235,8;8,1;291,3950874;254,52;0,65;55,16;0,772;1900
421010;Mafra (SC);SC;1788,1;28;206,8056797;247,64;0,5;40,14;0,788;49940
421020;Major Gercino (SC);SC;278,5;11,3;44,33277124;252,06;0,48;32,63;0,799;3143
421030;Major Vieira (SC);SC;544,5;12,7;222,8933671;187,43;0,64;51,93;0,752;6906
421040;Maracajá (SC);SC;70,6;78,5;164,7020674;332,05;0,62;39,27;0,813;5541
421050;Maravilha (SC);SC;169;109,6;466,396926;295,35;0,52;34,67;0,817;18521
421055;Marema (SC);SC;99,7;26,4;412,3903303;280,51;0,55;41,68;0,795;2651
421060;Massaranduba (SC);SC;394,5;31,8;118,5987649;319,15;0,42;31,96;0,835;12562
421070;Matos Costa (SC);SC;371,8;8,6;285,9505815;156,85;0,56;42,67;0,746;3204
421080;Meleiro (SC);SC;185,9;38,1;173,4058946;367,39;0,62;39,93;0,793;7080
421085;Mirim Doce (SC);SC;333,9;8,2;157,1943656;288,51;0,57;40,73;0,79;2753
421090;Modelo (SC);SC;95,7;41,3;454,5593591;230,96;0,52;38,9;0,794;3930
421100;Mondaí (SC);SC;215,5;40,4;482,0869903;223,03;0,53;40,38;0,809;8728
421105;Monte Carlo (SC);SC;166,7;51,4;243,3762456;158,26;0,51;40,4;0,733;8579
421110;Monte Castelo (SC);SC;566,2;14,7;208,8613473;170,74;0,58;44,3;0,737;8350
421120;Morro da Fumaça (SC);SC;82,8;175,7;133,8400779;284,98;0,48;27,25;0,804;14551
421125;Morro Grande (SC);SC;251,2;11,5;176,2718885;210,13;0,47;37,61;0,79;2917
421130;Navegantes (SC);SC;119,3;329,4;78,25229017;236,51;0,48;43,02;0,774;39317
421140;Nova Erechim (SC);SC;63;55,5;437,2453693;318,05;0,55;41,22;0,81;3543
421145;Nova Itaberaba (SC);SC;135,7;31,4;427,3194408;231,3;0,59;48,01;0,759;4256
421150;Nova Trento (SC);SC;398,9;24,7;51,04905149;283,63;0,45;36,35;0,815;9852
421160;Nova Veneza (SC);SC;290,6;39,6;148,3416346;320,52;0,47;31,56;0,813;11511
421165;Novo Horizonte (SC);SC;151,4;20,4;443,0700961;222,62;0,54;40,41;0,752;3101
421170;Orleans (SC);SC;600,6;33,3;111,6755418;286,13;0,49;35,48;0,814;20031
421175;Otacílio Costa (SC);SC;924,2;15,1;155,5015486;263,6;0,51;37,65;0,804;13993
421180;Ouro (SC);SC;209,5;35,4;303,9061796;349,18;0,51;35,48;0,828;7419
421185;Ouro Verde (SC);SC;201,5;11,7;385,3583808;229,45;0,56;40,83;0,792;2352
421187;Paial (SC);SC;85;24,2;391,3631825;201,17;0,54;41,97;0,752;2052
421189;Painel (SC);SC;764,9;3,1;157,382072;201,87;0,54;42,58;0,753;2384
421190;Palhoça (SC);SC;322,7;317;12,87322792;299,79;0,49;45,94;0,816;102742
421200;Palma Sola (SC);SC;314,4;26,1;488,4166688;189,45;0,6;47,39;0,757;8206
421205;Palmeira (SC);SC;292,2;7,2;158,5656317;195,03;0,56;41,57;0,755;2133
421210;Palmitos (SC);SC;347,8;46,1;459,0205739;304,41;0,56;36,36;0,799;16034
421220;Papanduva (SC);SC;777,3;21,6;208,6465577;164,93;0,51;40,68;0,737;16822
421223;Paraíso (SC);SC;183;26,2;518,3383614;182,57;0,55;41,73;0,773;4796
421225;Passo de Torres (SC);SC;90,5;48,6;222,8493302;219,59;0,52;39,86;0,789;4400
421227;Passos Maia (SC);SC;589,7;8,1;358,6013598;159,36;0,58;48,82;0,732;4763
421230;Paulo Lopes (SC);SC;447,8;13,2;42,67515114;184,28;0,42;45,66;0,759;5924
421240;Pedras Grandes (SC);SC;153;32,2;112,1793095;241,69;0,48;35,19;0,799;4921
421250;Penha (SC);SC;60,4;292,5;92,50559033;262,96;0,47;42,53;0,791;17678
421260;Peritiba (SC);SC;96,8;33,4;331,6543447;252,45;0,48;35,14;0,81;3230
421270;Petrolândia (SC);SC;251,6;25,5;113,3918606;227,61;0,52;37,09;0,783;6406
421280;Piçarras (SC);SC;85,7;127,3;93,35804689;323,51;0,58;42,9;0,799;10911
421290;Pinhalzinho (SC);SC;134,4;91,7;446,8130979;271,07;0,55;36,19;0,826;12356
421300;Pinheiro Preto (SC);SC;66,7;40,6;271,6275171;254,53;0,49;36,37;0,818;2729
421310;Piratuba (SC);SC;149;38,9;318,2484894;285,24;0,51;37,83;0,806;5812
421315;Planalto Alegre (SC);SC;61,1;40,2;430,1265168;257,73;0,56;41,34;0,817;2452
421320;Pomerode (SC);SC;217,8;101,1;113,5861868;387,75;0,47;30,86;0,849;22127
421330;Ponte Alta (SC);SC;558,7;9,2;180,8401719;180,96;0,59;43,85;0,727;5168
421335;Ponte Alta do Norte (SC);SC;384,1;8,4;195,153454;196,31;0,53;39,27;0,752;3221
421340;Ponte Serrada (SC);SC;569,8;18,5;351,8756861;212,86;0,61;41,15;0,768;10561
421350;Porto Belo (SC);SC;93,8;113,9;48,78327672;316,02;0,53;36,81;0,803;10704
421360;Porto União (SC);SC;925,6;34,4;292,5505501;296,4;0,56;36,82;0,806;31858
421370;Pouso Redondo (SC);SC;363,9;33,3;141,6996023;233,87;0,5;38,24;0,786;12203
421380;Praia Grande (SC);SC;286,1;25,5;224,4146171;220,01;0,54;35,72;0,763;7286
421390;Presidente Castelo Branco (SC);SC;70,2;30,8;324,0515533;321,3;0,51;33,46;0,832;2160
421400;Presidente Getúlio (SC);SC;322,4;38,2;122,158006;303,3;0,46;29,27;0,81;12333
421410;Presidente Nereu (SC);SC;224,9;10,2;90,24094643;185,94;0,47;37,4;0,774;2305
421415;Princesa (SC);SC;88,6;29,4;515,976361;186,76;0,55;44,35;0,751;2613
421420;Quilombo (SC);SC;283,7;37,7;423,6469382;260,88;0,61;48,82;0,802;10736
421430;Rancho Queimado (SC);SC;270,2;9,7;47,32336544;226,28;0,51;32,25;0,773;2637
421460;Rio d'Oeste (SC);SC;244,7;27,5;131,0536586;279,56;0,45;28,5;0,799;6730
421440;Rio das Antas (SC);SC;343,3;17,8;261,2167903;234,49;0,49;31,89;0,803;6129
421450;Rio do Campo (SC);SC;496,9;13,1;172,9381176;224,74;0,51;41,9;0,797;6522
421480;Rio do Sul (SC);SC;261,2;197,7;116,0099277;391,61;0,51;40,28;0,827;51650
421470;Rio dos Cedros (SC);SC;556;16,9;119,365325;271,98;0,46;35,05;0,817;8939
421490;Rio Fortuna (SC);SC;286,3;15,1;80,64901393;279,32;0,47;32,14;0,822;4320
421500;Rio Negrinho (SC);SC;589,2;64;177,4446099;242,82;0,49;37,71;0,789;37707
421505;Rio Rufino (SC);SC;333,6;7,2;124,4865004;184,79;0,64;47,82;0,736;2414
421507;Riqueza (SC);SC;191,6;27;474,8000458;207,73;0,52;37,21;0,795;5166
421510;Rodeio (SC);SC;134;77,4;110,0996373;303,49;0,4;25,42;0,81;10380
421520;Romelândia (SC);SC;237,7;27,3;482,1515224;152,27;0,51;45,16;0,748;6491
421530;Salete (SC);SC;167,4;42,6;158,8470372;232,81;0,51;39,26;0,8;7163
421535;Saltinho (SC);SC;153,6;27,3;459,108613;179;0,6;55,51;0,745;4196
421540;Salto Veloso (SC);SC;102;38,3;292,5123039;295,41;0,53;37,07;0,796;3910
421545;Sangão (SC);SC;83,2;97,7;128,887257;293,36;0,56;32,52;0,794;8128
421550;Santa Cecília (SC);SC;1175,8;12,6;198,4796169;185,21;0,54;37,11;0,746;14802
421555;Santa Helena (SC);SC;80,7;32;506,0611227;204;0,52;36,49;0,787;2588
421560;Santa Rosa de Lima (SC);SC;184,6;10,9;75,16795828;211,43;0,49;40,68;0,795;2007
421565;Santa Rosa do Sul (SC);SC;164,4;47,5;204,7188749;204,64;0,47;39,92;0,762;7810
421567;Santa Terezinha (SC);SC;722,2;12,2;170,4645177;157;0,62;44,61;0,738;8840
421568;Santa Terezinha do Progresso (SC);SC;113,2;30,1;472,8651542;172,91;0,53;49,92;0,745;3416
421569;Santiago do Sul (SC);SC;74,2;22,9;422,667424;175,19;0,58;54,93;0,772;1696
421570;Santo Amaro da Imperatriz (SC);SC;353;44,4;24,79597622;287,39;0,46;37,59;0,843;15708
421730;Saudades (SC);SC;200,2;41,3;446,2415452;235,84;0,5;39,34;0,831;8324
421580;São Bento do Sul (SC);SC;487,7;134,1;170,7787637;324,54;0,49;33,96;0,838;65437
421575;São Bernardino (SC);SC;210,4;14,9;454,5496511;186,32;0,58;47,9;0,748;3140
421590;São Bonifácio (SC);SC;452,4;7,1;50,37451284;196,33;0,46;34,29;0,785;3218
421600;São Carlos (SC);SC;158,2;59,2;443,4916892;389,92;0,61;35,88;0,811;9364
421605;São Cristovão do Sul (SC);SC;350,8;13,1;190,1661005;165,44;0,5;39,43;0,764;4504
421610;São Domingos (SC);SC;384,9;24,8;410,6184105;307,9;0,63;43,75;0,793;9540
421620;São Francisco do Sul (SC);SC;541,8;59,5;150,714643;333,42;0,61;44,72;0,82;32301
421650;São Joaquim (SC);SC;1888,1;12,1;156,2961969;231,09;0,57;36,26;0,766;22836
421630;São João Batista (SC);SC;219,9;67,5;46,34293048;300,33;0,44;37,85;0,819;14861
421635;São João do Itaperiú (SC);SC;151,4;20,9;110,9221594;249,47;0,53;35,6;0,787;3161
421625;São João do Oeste (SC);SC;161,6;35,7;500,9870168;204,14;0,46;36,36;0,811;5789
421640;São João do Sul (SC);SC;175,3;38,7;218,7084338;200,71;0,49;33,99;0,758;6784
421660;São José (SC);SC;114,9;1473;8,032119745;427,58;0,49;38,61;0,849;173559
421670;São José do Cedro (SC);SC;261,2;52,4;505,6219814;244,76;0,55;43,98;0,804;13678
421680;São José do Cerrito (SC);SC;968,7;10,5;200,0800179;154,85;0,59;49,57;0,731;10393
421690;São Lourenço d'Oeste (SC);SC;361,3;54,4;447,6451794;273,94;0,54;42,82;0,796;19647
421700;São Ludgero (SC);SC;120,2;71,4;101,7893549;330,77;0,53;32,5;0,825;8587
421710;São Martinho (SC);SC;236,1;13,9;75,94358867;321,28;0,62;35,4;0,816;3274
421720;São Miguel d'Oeste (SC);SC;236,2;136,8;500,6924844;303,37;0,51;34,44;0,838;32324
421715;São Miguel da Boa Vista (SC);SC;71,9;28,1;475,7063525;161,37;0,54;45,01;0,754;2018
421725;São Pedro de Alcântara (SC);SC;141;25,4;25,44805545;211,18;0,42;43,1;0,795;3584
421740;Schroeder (SC);SC;149,4;72,4;141,424217;363,81;0,54;34,28;0,838;10811
421750;Seara (SC);SC;316,3;52;374,5344748;307,41;0,51;35,3;0,832;16484
421755;Serra Alta (SC);SC;91,2;36,6;454,5196676;227,31;0,47;33,81;0,81;3330
421760;Siderópolis (SC);SC;262,9;45,9;140,4588225;320,98;0,49;35,91;0,817;12082
421770;Sombrio (SC);SC;151,3;151,7;198,2961639;269,17;0,55;35,69;0,804;22962
421775;Sul Brasil (SC);SC;113,3;27,3;446,9042606;166,92;0,53;43,86;0,771;3116
421780;Taió (SC);SC;715,2;22,7;152,6663494;289,79;0,54;31,56;0,809;16257
421790;Tangará (SC);SC;459,8;19;271,8342811;281,29;0,55;37,5;0,812;8754
421795;Tigrinhos (SC);SC;58,1;32,3;466,7768545;141,94;0,5;44,98;0,741;1878
421800;Tijucas (SC);SC;278,9;84;40,43743218;391,48;0,65;40,24;0,835;23499
421810;Timbé do Sul (SC);SC;334,3;15,9;186,8809756;270,49;0,52;36,07;0,773;5323
421820;Timbó (SC);SC;130;225,3;111,8123524;395,4;0,46;28,01;0,843;29358
421825;Timbó Grande (SC);SC;549,8;11,8;236,8247483;120,25;0,57;53,57;0,68;6501
421835;Treviso (SC);SC;156,6;19,9;135,5491955;266,25;0,42;28,78;0,806;3144
421840;Treze de Maio (SC);SC;180;37,3;121,9663335;281,62;0,51;28,85;0,796;6716
421850;Treze Tílias (SC);SC;177,8;28,3;289,7463083;303,6;0,55;38,82;0,813;4840
421830;Três Barras (SC);SC;419,1;40,8;241,5421127;205,84;0,6;45,43;0,758;17124
421860;Trombudo Central (SC);SC;101,6;56,8;126,7767097;276,11;0,5;35,71;0,818;5795
421870;Tubarão (SC);SC;284;314,6;106,6015637;382,69;0,51;35,83;0,842;88470
421875;Tunápolis (SC);SC;133,8;35,7;507,4613037;206,15;0,48;34,98;0,821;4777
421880;Turvo (SC);SC;244,3;44,6;184,4983991;354,31;0,52;36,66;0,821;10887
421885;União do Oeste (SC);SC;88,4;38,2;435,6426487;263,75;0,54;39,01;0,806;3391
421890;Urubici (SC);SC;1019,1;10;112,5466155;219,42;0,58;38,82;0,785;10252
421895;Urupema (SC);SC;278,7;9,1;136,0492025;230,23;0,57;38,47;0,784;2527
