Codigo;Município;Area;Densidade;Distancia;RendaperCapita;Gini;Intensidadedapobreza;IDH;Populacaototal
431535;Quinze de Novembro (RS);228;15,7;230,6128366;285,68;0,46;29,63;0,828;3582
261150;Quipapá (PE);225,6;98,4;151,166213;72,72;0,62;61,18;0,579;22145
521850;Quirinópolis (GO);3792;9,6;233,9791244;243,3;0,53;33,23;0,78;36512
330415;Quissamã (RJ);717,7;19;198,9541134;181,91;0,52;37,48;0,732;13674
412120;Quitandinha (PR);430,4;35,5;54,2414267;164,41;0,62;49,67;0,715;15272
231126;Quiterianópolis (CE);1069,4;17,1;336,0155068;71,98;0,53;57,55;0,625;18355
251260;Quixaba (PB);114,8;11,4;252,2597152;72,98;0,5;51,11;0,599;1308
261153;Quixabá (PE);216,3;31,7;328,6753599;55,97;0,68;73,73;0,581;6855
292593;Quixabeira (BA);369,6;25,6;246,6858959;67,27;0,58;62,09;0,606;9466
231130;Quixadá (CE);2059,7;33,7;148,8349773;101;0,6;56,52;0,673;69654
231135;Quixelã (CE);554,5;28,1;291,1958518;66,71;0,61;63,73;0,592;15596
231140;Quixeramobim (CE);3275;18;184,4522971;85,84;0,61;59,49;0,64;59235
231150;Quixeré (CE);600,8;28,1;162,8030382;82,66;0,52;49,6;0,652;16862
241050;Rafael Fernandes (RN);95;44,7;336,3641161;80,69;0,54;58,37;0,652;4247
241060;Rafael Godeiro (RN);96,9;30,4;278,9474869;84,86;0,56;56,65;0,637;2953
292595;Rafael Jambeiro (BA);1239,1;18,2;124,2242932;57,68;0,56;62,46;0,569;22600
354210;Rafard (SP);132,8;63;108,7138096;291,32;0,45;40,72;0,803;8360
412125;Ramilândia (PR);246,7;15,7;478,6952553;120,8;0,54;49,75;0,697;3868
354220;Rancharia (SP);1588,7;18,1;459,7509837;261,95;0,54;40,17;0,789;28772
412130;Rancho Alegre (PR);169,3;24,7;310,2528729;191,31;0,49;34,87;0,738;4197
412135;Rancho Alegre d'Oeste (PR);245;12,7;391,4362529;153,62;0,51;40,74;0,698;3117
421430;Rancho Queimado (SC);270,2;9,7;47,32336544;226,28;0,51;32,25;0,773;2637
210945;Raposa (MA);63,9;262,8;25,18634884;75,75;0,48;49,14;0,632;17088
315390;Raposos (MG);72;198,2;23,0233717;189,23;0,44;41,74;0,758;14289
315400;Raul Soares (MG);773,5;31,4;160,1434131;185,86;0,62;47,21;0,729;24287
412140;Realeza (PR);354,9;45,1;427,9509809;241,73;0,55;38,33;0,783;16023
412150;Rebouças (PR);482,2;28,3;143,9954552;137,7;0,57;52,06;0,711;13663
261160;Recife (PE);218,7;6501,8;0;392,46;0,68;44,77;0,797;1422905
315410;Recreio (MG);234,9;43,3;244,7840501;200,95;0,56;39,15;0,746;10188
171850;Recursolândia (TO);1859;1,7;199,6063824;58,18;0,67;69,77;0,567;3138
150613;Redenção (PA);3839,9;16,5;749,6897175;200,72;0,61;42,86;0,744;63251
231160;Redenção (CE);240,7;103,8;60,27737361;78,1;0,54;54,05;0,651;24993
354230;Redenção da Serra (SP);309,8;13,1;116,3387909;168,42;0,53;43,69;0,736;4047
220870;Redenção do Gurguéia (PI);2437,4;3,2;526,7630129;66,86;0,54;57,5;0,583;7781
431540;Redentora (RS);310;28,5;352,4338485;96,63;0,64;60,85;0,669;8846
315415;Reduto (MG);151,7;39;210,780444;166,9;0,49;34,58;0,715;5923
220880;Regeneração (PI);1271,9;13,7;128,297652;76,88;0,56;55,14;0,611;17471
354240;Regente Feijó (SP);265,8;63,8;499,980975;294,94;0,55;35,79;0,797;16998
354250;Reginópolis (SP);411;11,5;323,1671717;265,21;0,5;33,9;0,763;4742
354260;Registro (SP);717,9;74,5;161,0687857;289,91;0,65;48,47;0,777;53752
431545;Relvado (RS);115,5;19,9;130,8363512;268,57;0,46;35,83;0,778;2294
292600;Remanso (BA);4712,6;7,7;538,30273;96,92;0,62;57,85;0,615;36257
251270;Remígio (PB);131;113,8;109,6515419;92,31;0,58;57,78;0,612;14914
412160;Renascença (PR);446,1;15,6;378,558985;179,98;0,56;43,69;0,746;6959
231170;Reriutaba (CE);366;58;230,9211581;77,63;0,53;54,31;0,653;21224
330420;Resende (RJ);1116,2;94,8;135,8716985;365,45;0,57;37,61;0,809;104549
315420;Resende Costa (MG);633,3;16,3;126,2526253;159,44;0,54;41;0,736;10336
412170;Reserva (PR);1686,3;14,2;180,8646315;144,96;0,61;47,64;0,646;23977
510715;Reserva do Cabaçal (MT);361,8;6,7;260,2594513;134,15;0,52;46,96;0,68;2418
412175;Reserva do Iguaçu (PR);836,5;8;279,752747;206,12;0,67;55,07;0,726;6678
315430;Resplendor (MG);1075,3;15,8;288,0055862;198,33;0,57;38,99;0,73;16975
315440;Ressaquinha (MG);193,6;23,4;139,906228;138,47;0,54;45,37;0,725;4557
354270;Restinga (SP);246,3;22,6;338,6681329;189,7;0,46;34,55;0,757;5584
431550;Restinga Seca (RS);959,4;17,1;208,0174292;225,38;0,56;41,79;0,765;16400
292610;Retirolândia (BA);204,5;53,4;191,7636763;104,81;0,6;49,79;0,625;10891
210950;Riachão (MA);6154,8;3,4;594,8791407;74,33;0,63;61,49;0,591;20983
251274;Riachão (PB);79,8;35;106,7927136;64,25;0,54;60,32;0,568;2793
292620;Riachão das Neves (BA);5865,2;3,7;707,7616019;56,58;0,6;65,53;0,569;21917
251275;Riachão do Bacamarte (PB);93,3;42,3;89,66511804;80,27;0,5;51,62;0,562;3948
280580;Riachão do Dantas (SE);528,4;36,3;73,36240405;64,38;0,49;55,29;0,556;19202
292630;Riachão do Jacuípe (BA);1203,7;26,3;159,9357637;103,96;0,56;48,73;0,646;31633
251276;Riachão do Poço (PB);64,2;57,6;43,71635326;69,31;0,52;55,67;0,553;3694
171855;Riachinho (TO);685,7;5,4;414,9263333;58,83;0,63;66,14;0,597;3670
315445;Riachinho (MG);1739,4;4,6;452,9196318;102,99;0,59;54,95;0,7;7973
241070;Riacho da Cruz (RN);119,6;22,3;302,9481986;86,19;0,57;57,57;0,624;2667
261170;Riacho das Almas (PE);313,9;57,8;107,6304471;145,51;0,71;52,84;0,609;18142
241080;Riacho de Santana (RN);129,1;32,5;347,2548631;57,85;0,57;65,74;0,621;4200
292640;Riacho de Santana (BA);2708,8;10,5;484,0724209;70,27;0,64;61,29;0,632;28643
251278;Riacho de Santo Antônio (PB);107,5;12,4;156,3872672;81,95;0,49;47,12;0,589;1334
251280;Riacho dos Cavalos (PB);328,6;24,5;318,5037221;71,91;0,47;53,84;0,583;8064
315450;Riacho dos Machados (MG);1313,1;7,8;434,1962934;70,28;0,62;60,89;0,604;9358
220885;Riacho Frio (PI);2254,9;1,9;607,6539553;73,15;0,6;57,47;0,608;4321
241090;Riachuelo (RN);269;21,5;68,13515155;86,95;0,65;60,76;0,656;5760
280590;Riachuelo (SE);78,6;106,1;23,89673681;88,35;0,53;50,36;0,671;8337
521860;Rialma (GO);269,9;37,8;155,6124137;313,3;0,67;37,9;0,777;10210
521870;Rianápolis (GO);159,9;27,3;139,6022662;231,54;0,68;34,83;0,759;4364
210955;Ribamar Fiquene (MA);738,4;8,8;509,1926202;85,8;0,57;59,8;0,624;6488
500710;Ribas do Rio Pardo (MS);17357,5;1;92,35581437;204,21;0,51;33,59;0,734;16721
354280;Ribeira (SP);335,7;10,4;270,4027325;126,36;0,59;52,08;0,678;3507
292650;Ribeira do Amparo (BA);658,8;21,1;213,96288;64,64;0,49;52,22;0,549;13903
220887;Ribeira do Piauí (PI);1082,6;3,6;289,3012025;50,19;0,58;65,25;0,53;3879
292660;Ribeira do Pombal (BA);816;56,7;237,4789956;108,59;0,62;56,73;0,603;46270
261180;Ribeirão (PE);288;143,6;74,82922817;111,54;0,62;52,48;0,658;41449
354290;Ribeirão Bonito (SP);472,7;23,8;227,9561189;265,79;0,52;32,83;0,781;11246
354300;Ribeirão Branco (SP);699,3;30,4;228,9695396;120,42;0,59;46,68;0,649;21231
510718;Ribeirão Cascalheira (MT);12693,7;0,7;546,5127245;166,44;0,61;50,88;0,694;8866
412180;Ribeirão Claro (PR);629,1;17,3;253,0530336;205,18;0,51;34,36;0,747;10903
354310;Ribeirão Corrente (SP);148,9;26,1;357,2532622;201,96;0,46;35,54;0,751;3881
315460;Ribeirão das Neves (MG);154,6;1595;14,78080376;159,14;0,45;41,97;0,749;246846
292665;Ribeirão do Largo (BA);1226,4;12,2;366,0875123;75,71;0,45;46,75;0,568;15303
412190;Ribeirão do Pinhal (PR);373,9;38,3;249,8218903;191,3;0,58;32,8;0,715;14341
354320;Ribeirão do Sul (SP);137;32,8;347,4449613;211,5;0,48;30,37;0,762;4497
354323;Ribeirão dos Índios (SP);554;4;543,590597;173,49;0,49;38,74;0,754;2222
354325;Ribeirão Grande (SP);332,8;22,2;186,1134875;161,85;0,61;44,92;0,705;7390
354330;Ribeirão Pires (SP);99,4;1049,7;29,0422319;362,72;0,52;44,16;0,807;104508
354340;Ribeirão Preto (SP);652,2;774,3;289,6674298;539,84;0,56;46,67;0,855;504923
315470;Ribeirão Vermelho (MG);40,3;89,8;191,2089094;278,76;0,54;30,25;0,783;3621
510719;Ribeirãozinho (MT);625,6;3,2;376,803681;209,68;0,61;47,49;0,73;1980
220890;Ribeiro Gonçalves (PI);3934,7;1,5;384,5519787;107,06;0,59;53,49;0,647;5722
280600;Ribeirópolis (SE);263;58,7;55,92400673;114,66;0,57;50,33;0,656;15439
354360;Rifaina (SP);172,1;19,3;393,6688373;248,51;0,48;36,03;0,774;3325
354370;Rincão (SP);314,2;32,9;262,9858116;222,81;0,48;39,58;0,777;10330
354380;Rinópolis (SP);359,5;28,5;465,3671;229,84;0,53;37,12;0,757;10255
315480;Rio Acima (MG);228,7;33,5;34,8006814;183,14;0,49;33,37;0,735;7658
412200;Rio Azul (PR);594,2;21,9;156,363221;148,01;0,53;44,95;0,738;13023
320435;Rio Bananal (ES);696,4;23,4;117,1216467;213,43;0,57;40,01;0,725;16324
412210;Rio Bom (PR);177,4;20;284,4819028;153,21;0,51;36,72;0,713;3546
330430;Rio Bonito (RJ);463,3;107;63,43184267;276,19;0,57;36,46;0,772;49691
412215;Rio Bonito do Iguaçu (PR);701,4;19,7;326,4373973;120,77;0,61;51,25;0,669;13791
120040;Rio Branco (AC);9962,4;25,4;0;264,43;0,62;45,24;0,754;253059
510720;Rio Branco (MT);531;9,6;219,8436649;161,67;0,56;46,46;0,698;5092
412217;Rio Branco do Ivaí (PR);315,6;11,9;239,4572053;109,45;0,62;54,81;0,67;3758
412220;Rio Branco do Sul (PR);821,7;35,7;26,76534216;178,95;0,55;46,54;0,702;29341
500720;Rio Brilhante (MS);3998,1;5,6;151,3673766;233,84;0,58;43,97;0,747;22640
315490;Rio Casca (MG);385,3;39,6;143,6271635;186,99;0,61;38,38;0,712;15260
330440;Rio Claro (RJ);843,5;18,7;97,13429284;203,35;0,52;39,86;0,737;16228
354390;Rio Claro (SP);499,9;336,2;157,8508836;467,38;0,54;39,41;0,825;168218
110026;Rio Crespo (RO);1729,9;1,7;152,0066025;250,53;0,72;57,52;0,712;2937
421460;Rio d'Oeste (SC);244,7;27,5;131,0536586;279,56;0,45;28,5;0,799;6730
171865;Rio da Conceição (TO);761,2;1,6;209,3395412;81,88;0,56;54,57;0,634;1189
421440;Rio das Antas (SC);343,3;17,8;261,2167903;234,49;0,49;31,89;0,803;6129
330450;Rio das Flores (RJ);479;15,9;90,41910832;186,45;0,54;36,86;0,739;7625
330452;Rio das Ostras (RJ);230,3;159,7;136,0334759;331,43;0,58;43,64;0,775;36419
354400;Rio das Pedras (SP);227,5;103;126,3029986;298,16;0,49;45,63;0,791;23494
292670;Rio de Contas (BA);1056,3;13,2;363,2314821;97,78;0,57;54,45;0,653;13935
330455;Rio de Janeiro (RJ);1264,2;4627,9;0;596,65;0,62;46,9;0,842;5857904
292680;Rio do Antônio (BA);990,6;14,8;416,8095169;69,57;0,68;69,96;0,59;14637
421450;Rio do Campo (SC);496,9;13,1;172,9381176;224,74;0,51;41,9;0,797;6522
240895;Rio do Fogo (RN);151,2;63,8;61,11379981;69,82;0,59;60,17;0,598;9217
292690;Rio do Pires (BA);892,8;13,5;409,6623382;100,93;0,57;57,58;0,635;12010
315510;Rio do Prado (MG);481;11,2;504,8184046;97,53;0,61;55,25;0,626;5390
421480;Rio do Sul (SC);261,2;197,7;116,0099277;391,61;0,51;40,28;0,827;51650
171870;Rio dos Bois (TO);848,5;2,7;98,20514956;111,67;0,57;50,54;0,625;2269
421470;Rio dos Cedros (SC);556;16,9;119,365325;271,98;0,46;35,05;0,817;8939
431555;Rio dos Índios (RS);237,1;19,8;341,8926033;129,66;0,57;51,48;0,706;4702
315500;Rio Doce (MG);112,6;20,5;119,2628612;153,64;0,56;41,43;0,702;2318
315520;Rio Espera (MG);240,4;28,8;125,8014531;108,45;0,55;46,38;0,673;6942
261190;Rio Formoso (PE);341;60,9;74,35496823;81,97;0,56;53,98;0,621;20764
421490;Rio Fortuna (SC);286,3;15,1;80,64901393;279,32;0,47;32,14;0,822;4320
431560;Rio Grande (RS);2835,8;65,9;237,3480413;318,37;0,57;43,86;0,793;186544
354410;Rio Grande da Serra (SP);36,8;987,8;32,57686303;196,26;0,47;51,39;0,764;37091
220900;Rio Grande do Piauí (PI);595,3;10,3;300,81979;85,85;0,51;53,96;0,643;6131
270770;Rio Largo (AL);310,6;200,9;24,56806901;112,41;0,54;50,32;0,671;62510
315530;Rio Manso (MG);232,8;19,9;61,87459797;145,66;0,49;38,78;0,708;4646
150616;Rio Maria (PA);4132,3;4,1;672,7022939;195,49;0,63;38,03;0,718;17498
421500;Rio Negrinho (SC);589,2;64;177,4446099;242,82;0,49;37,71;0,789;37707
412230;Rio Negro (PR);604,6;47,4;91,84846442;268,7;0,54;33,9;0,801;28710
500730;Rio Negro (MS);1823,5;3;116,0542643;170,33;0,52;39,11;0,723;5432
315540;Rio Novo (MG);208,1;41;201,7860115;242,73;0,55;37,77;0,766;8550
320440;Rio Novo do Sul (ES);205,7;54,8;86,73801008;200,62;0,56;39,68;0,76;11271
315550;Rio Paranaíba (MG);1357,5;8,5;249,7486083;223,62;0,48;37,33;0,755;11528
431570;Rio Pardo (RS);2187,5;17,3;110,5652113;239,37;0,56;45,16;0,754;37783
315560;Rio Pardo de Minas (MG);3129,6;8,6;490,9091863;85,81;0,59;52,79;0,633;27237
315570;Rio Piracicaba (MG);371,4;37,7;82,66320207;181,69;0,6;39,92;0,735;14138
315580;Rio Pomba (MG);252,4;63,7;181,0638476;237,5;0,56;39,46;0,771;16359
315590;Rio Preto (MG);348,1;14,8;252,8137549;202,14;0,54;36,66;0,752;5142
130356;Rio Preto da Eva (AM);5839;3,6;57,49996776;107,9;0,59;50,88;0,677;17582
521878;Rio Quente (GO);257,6;8,1;131,9517206;379,33;0,61;34,16;0,806;2097
292700;Rio Real (BA);736,9;45,1;176,6518775;96,18;0,59;52,62;0,6;33260
421505;Rio Rufino (SC);333,6;7,2;124,4865004;184,79;0,64;47,82;0,736;2414
171875;Rio Sono (TO);6383,4;1;102,9137481;65,87;0,67;70,01;0,626;6089
251290;Rio Tinto (PB);506,5;44,6;42,19199459;97,26;0,55;53,02;0,603;22311
521880;Rio Verde (GO);8415,4;13,9;216,8466674;339,81;0,6;36,21;0,807;116552
500740;Rio Verde de Mato Grosso (MS);8177,3;2,2;170,7195166;211,07;0,56;32,42;0,752;18138
315600;Rio Vermelho (MG);973,1;15,3;196,298428;106,91;0,56;50,01;0,635;14905
354420;Riolândia (SP);632,6;13,5;504,9795179;236,08;0,56;35,07;0,737;8560
431575;Riozinho (RS);236,9;17,2;86,64086245;211,17;0,45;36,56;0,758;4071
421507;Riqueza (SC);191,6;27;474,8000458;207,73;0,52;37,21;0,795;5166
315610;Ritápolis (MG);392,9;13,8;139,1048264;141,58;0,5;37,65;0,707;5423
354350;Riversul (SP);387,1;18,6;285,9025148;148,43;0,58;48,59;0,694;7192
431580;Roca Sales (RS);208,7;44,5;103,5486001;288,74;0,44;29,91;0,812;9284
500750;Rochedo (MS);1565,1;2,8;60,23439511;177,96;0,55;39,84;0,731;4358
315620;Rochedo de Minas (MG);79,7;23,9;223,7149563;175,52;0,51;34,48;0,75;1907
421510;Rodeio (SC);134;77,4;110,0996373;303,49;0,4;25,42;0,81;10380
431590;Rodeio Bonito (RS);81,6;70,5;341,6404567;249,97;0,57;41,87;0,809;5751
315630;Rodeiro (MG);72,2;73,8;191,0745805;208,24;0,51;32,33;0,745;5375
292710;Rodelas (BA);2585,9;2,4;458,5938242;123,84;0,58;51,77;0,655;6260
241100;Rodolfo Fernandes (RN);143,6;31,1;315,1866871;95,71;0,52;51,71;0,653;4467
120042;Rodrigues Alves (AC);3318,5;2,4;586,1471872;65,19;0,6;64,41;0,55;8093
431600;Rolante (RS);270,4;66;75,99564899;240,86;0,43;30,22;0,778;17851
412240;Rolândia (PR);460;107,4;316,8471841;327,92;0,56;32,19;0,784;49410
110028;Rolim de Moura (RO);1487,3;31,8;397,9299954;225,39;0,58;41,52;0,753;47382
315640;Romaria (MG);403,2;9,2;394,4657629;264,23;0,62;32,76;0,775;3737
421520;Romelândia (SC);237,7;27,3;482,1515224;152,27;0,51;45,16;0,748;6491
412250;Roncador (PR);716,1;19;315,8750336;143,17;0,59;48,47;0,701;13632
431610;Ronda Alta (RS);419,6;23,9;294,5888507;245,54;0,58;44,51;0,78;10051
431620;Rondinha (RS);259,2;23,6;294,4868804;267,62;0,45;34,87;0,813;6107
412260;Rondon (PR);557,3;15,3;418,0369451;218,54;0,51;32,45;0,734;8527
150618;Rondon do Pará (PA);8277,3;4,8;372,0902766;156,81;0,6;46,5;0,685;39870
510760;Rondonópolis (MT);4179,3;35,9;183,8441966;294,33;0,59;44,47;0,791;150227
431630;Roque Gonzales (RS);365,2;21,4;424,8792587;165,18;0,57;47,58;0,749;7799
140047;Rorainópolis (RR);33745;0,5;210,1556536;136,32;0,7;66,52;0,676;17393
354425;Rosana (SP);740,6;32,7;665,361501;295,93;0,61;45,28;0,815;24229
210960;Rosário (MA);677,4;49,7;45,52252588;69,7;0,61;62,94;0,63;33665
315645;Rosário da Limeira (MG);112,6;32,9;198,2169562;145,53;0,56;41,47;0,713;3869
280610;Rosário do Catete (SE);103,8;68,4;24,3063252;110,96;0,53;45,93;0,672;7102
412265;Rosário do Ivaí (PR);446,3;14,8;238,9020185;129,13;0,59;52,62;0,664;6585
431640;Rosário do Sul (RS);4357,2;9,4;354,8665069;221,45;0,54;37,53;0,769;41058
510770;Rosário Oeste (MT);8530,3;2,2;91,60575993;144,64;0,59;49,04;0,715;18755
354430;Roseira (SP);130,5;65,4;153,9154998;214,51;0,51;37,92;0,777;8577
270780;Roteiro (AL);129,8;53,8;32,44335686;64,81;0,57;59,02;0,522;6985
315650;Rubelita (MG);1110,5;9,2;418,8720441;87,01;0,69;63,54;0,66;10199
521890;Rubiataba (GO);767,7;23,6;178,2748814;201,81;0,51;33,5;0,748;18087
354440;Rubiácea (SP);237,6;9,8;488,7541917;241,81;0,52;26,79;0,781;2337
315660;Rubim (MG);972,1;9,9;525,8977565;100,98;0,59;51,81;0,625;9666
354450;Rubinéia (SP);235;11,1;585,4716523;251,48;0,5;35,67;0,788;2615
150619;Rurópolis (PA);6991,3;3,5;769,0819318;117,51;0,58;49,35;0,651;24660
231180;Russas (CE);1614,3;35,5;149,7184506;110,33;0,55;49,13;0,698;57320
241110;Ruy Barbosa (RN);144,5;25,5;80,8216492;66,9;0,57;61,16;0,579;3686
292720;Ruy Barbosa (BA);2137,2;13,6;228,1686338;85,88;0,62;60,03;0,644;29026
315670;Sabará (MG);304,4;376,3;17,35815472;214,34;0,49;41,28;0,773;115352
412270;Sabáudia (PR);190,9;28,4;328,9663159;209,92;0,47;31,96;0,754;5413
354460;Sabino (SP);312,5;15,8;380,8297446;265,27;0,53;38,02;0,792;4951
315680;Sabinópolis (MG);922,3;17,6;157,2484253;127,16;0,61;46,92;0,689;16269
231190;Saboeiro (CE);1354,2;12;348,3193764;55,71;0,7;70,98;0,56;16226
315690;Sacramento (MG);3080,4;6,9;364,1931827;272,41;0,53;28,36;0,797;21334
431642;Sagrada Família (RS);77,4;34,2;318,1107214;134,07;0,54;46,24;0,735;2648
354470;Sagres (SP);149,3;16,3;479,8208599;166,54;0,5;37,73;0,723;2439
261200;Sairé (PE);198,7;66,3;95,71061896;84,57;0,5;50,06;0,598;13649
431643;Saldanha Marinho (RS);220,7;14,5;256,7546404;274,63;0,49;31,73;0,818;3195
354480;Sales (SP);309,5;14,8;381,7586034;225,42;0,5;35,43;0,77;4563
354490;Sales Oliveira (SP);304,6;30,6;332,3407708;318,39;0,51;35,29;0,819;9325
354500;Salesópolis (SP);426,8;33,6;80,4990122;255,11;0,55;37,38;0,748;14357
421530;Salete (SC);167,4;42,6;158,8470372;232,81;0,51;39,26;0,8;7163
251300;Salgadinho (PB);180,4;15,6;218,5506491;60,26;0,54;61,32;0,564;2823
261210;Salgadinho (PE);71,9;99,2;83,78240965;78,85;0,5;52,79;0,602;7139
280620;Salgado (SE);255,8;73,8;45,97295588;86,92;0,57;55,35;0,611;18876
251310;Salgado de São Félix (PB);161,6;74,4;69,15800118;71,45;0,51;53,81;0,552;12046
412280;Salgado Filho (PR);181,3;29,4;417,1884187;135,8;0,56;53,06;0,759;5338
261220;Salgueiro (PE);1733,7;29,7;466,3842354;141,92;0,65;53,13;0,708;51571
315700;Salinas (MG);1894,8;19,4;441,8354639;135,01;0,6;50,23;0,699;36720
292730;Salinas da Margarida (BA);148,9;69,7;29,56888601;82,35;0,54;53,96;0,659;10377
150620;Salinópolis (PA);218,8;152,3;157,2013753;159,1;0,64;45,54;0,74;33449
231195;Salitre (CE);797,5;17,4;449,4408469;55,2;0,55;62,15;0,558;13925
354510;Salmourão (SP);173,2;25,4;483,2899048;192,11;0,47;31,5;0,734;4401
261230;Saloá (PE);297;50,5;223,4497371;75,74;0,6;61,64;0,561;15006
354515;Saltinho (SP);99,2;58,2;131,8033999;406,28;0,48;34,56;0,851;5799
421535;Saltinho (SC);153,6;27,3;459,108613;179;0,6;55,51;0,745;4196
354520;Salto (SP);134,6;692,1;76,78548822;343;0,51;43,34;0,809;93159
315710;Salto da Divisa (MG);946,8;7,2;599,3388425;127,85;0,62;46,35;0,642;6779
354530;Salto de Pirapora (SP);281;124,9;96,06988397;235,77;0,49;44,82;0,771;35072
510775;Salto do Céu (MT);1299,5;4,2;223,5903677;163,88;0,56;47,31;0,702;4675
412290;Salto do Itararé (PR);203,2;27,3;206,128974;149,36;0,58;44,73;0,695;5549
431645;Salto do Jacuí (RS);827,6;15,6;218,5434804;226;0,6;43,74;0,749;12948
412300;Salto do Lontra (PR);327,5;38,6;406,3472664;177,83;0,56;43,82;0,76;12757
354540;Salto Grande (SP);211,1;40;349,7441552;238,7;0,55;36,23;0,761;8444
421540;Salto Veloso (SC);102;38,3;292,5123039;295,41;0,53;37,07;0,796;3910
292740;Salvador (BA);709,5;3440,3;0;341,32;0,66;46,31;0,805;2443107
431647;Salvador das Missões (RS);97,4;27,4;409,190817;210,42;0,43;38,09;0,813;2665
431650;Salvador do Sul (RS);128,5;53,8;71,459707;304,12;0,44;25,72;0,83;6913
150630;Salvaterra (PA);1048,2;14,4;78,13071026;101,38;0,56;52,4;0,715;15118
210970;Sambaíba (MA);3005,6;1,7;525,1125498;63,08;0,71;71,47;0,609;5261
171880;Sampaio (TO);201,7;13,9;537,8756268;56,51;0,62;63,77;0,576;2801
431660;Sananduva (RS);505,1;29,2;238,1587996;328,63;0,6;32,92;0,804;14744
521900;Sanclerlândia (GO);498,5;15;124,9777405;172,19;0,55;42,14;0,734;7530
171884;Sandolândia (TO);3542;0,9;315,3297445;185,18;0,62;41,04;0,712;3332
354550;Sandovalina (SP);456,4;6,8;538,2327341;198,05;0,54;45,78;0,773;3089
421545;Sangão (SC);83,2;97,7;128,887257;293,36;0,56;32,52;0,794;8128
261240;Sanharó (PE);247,5;64,2;188,4327692;130,24;0,64;52,61;0,618;15879
354560;Santa Adélia (SP);331,9;40,5;339,4180394;284,22;0,46;33,35;0,776;13449
354570;Santa Albertina (SP);275,1;20,3;575,1669037;281,6;0,59;35,63;0,784;5586
412310;Santa Amélia (PR);81,3;54,2;267,0041601;172,17;0,57;37,9;0,711;4407
292750;Santa Bárbara (BA);326,1;54,9;123,3096261;76,04;0,53;53,71;0,621;17933
315720;Santa Bárbara (MG);686,2;35,2;58,69138304;191,74;0,56;39;0,762;24180
354580;Santa Bárbara d'Oeste (SP);272,2;623,6;118,7553378;325,31;0,45;41,43;0,819;170078
521910;Santa Bárbara de Goiás (GO);140,1;35,4;48,27963701;172,85;0,52;38,41;0,733;4963
315725;Santa Bárbara do Leste (MG);111,1;64,9;190,5879489;139,98;0,49;41,2;0,707;7208
315727;Santa Bárbara do Monte Verde (MG);417,1;5,7;239,4750503;156,44;0,54;40,43;0,693;2366
150635;Santa Bárbara do Pará (PA);279,4;40,7;34,7682783;103,01;0,52;48,03;0,686;11378
431670;Santa Bárbara do Sul (RS);958,6;10,4;270,033051;264,81;0,58;39,52;0,792;10003
315730;Santa Bárbara do Tugúrio (MG);160,4;30,1;164,0762294;117,85;0,56;47,24;0,666;4827
354600;Santa Branca (SP);275,7;47,3;78,46254744;266,6;0,52;40,42;0,796;13010
292760;Santa Brígida (BA);852,6;20;361,911258;52,11;0,64;67,98;0,53;16903
510724;Santa Carmem (MT);3851,8;0,9;419,9094066;342,91;0,61;34,56;0,787;3599
421550;Santa Cecília (SC);1175,8;12,6;198,4796169;185,21;0,54;37,11;0,746;14802
251315;Santa Cecília de Umbuzeiro (PB);283,3;24,2;131,6841461;47,55;0,54;61,74;0,52;6862
412320;Santa Cecília do Pavão (PR);107,6;37,8;261,6147161;143,57;0,52;40,43;0,712;4064
354610;Santa Clara d'Oeste (SP);183,9;11,6;588,2641432;202,13;0,5;34,09;0,754;2123
431675;Santa Clara do Sul (RS);88,8;54,1;103,8226717;253,52;0,4;35,62;0,788;4806
241120;Santa Cruz (RN);594,7;52,6;102,0660098;107,58;0,64;59,59;0,655;31294
251320;Santa Cruz (PB);272,8;23,7;358,828449;84;0,5;52,14;0,642;6471
261245;Santa Cruz (PE);1432,1;7,9;600,3931015;61,37;0,75;73,4;0,579;11264
292770;Santa Cruz Cabrália (BA);1556,5;15,3;371,6049563;164,49;0,65;48,54;0,688;23888
261247;Santa Cruz da Baixa Verde (PE);91,2;119,2;361,0296182;80,57;0,53;53,85;0,655;10893
354620;Santa Cruz da Conceição (SP);149,8;23,5;177,371986;334,9;0,53;34,86;0,803;3531
354625;Santa Cruz da Esperança (SP);148,2;12,1;263,7240419;237,65;0,54;33,12;0,794;1796
292780;Santa Cruz da Vitória (BA);250,9;27,9;261,8737137;80,21;0,47;45,91;0,609;7025
354630;Santa Cruz das Palmeiras (SP);296,5;86,2;201,2981178;289,13;0,52;39,64;0,796;25556
521920;Santa Cruz de Goiás (GO);1112,6;3,1;108,3527816;261,52;0,56;30,53;0,782;3470
315733;Santa Cruz de Minas (MG);2,9;2428,3;147,43311;177,62;0,46;34,54;0,755;7042
412330;Santa Cruz de Monte Castelo (PR);445,6;19,3;491,8860046;189,6;0,54;35,33;0,708;8578
315737;Santa Cruz de Salinas (MG);581,5;8,3;474,6880056;65,67;0,67;66,6;0,599;4801
150640;Santa Cruz do Arari (PA);1079,5;4,9;115,4220116;74,39;0,58;58,31;0,63;5255
261250;Santa Cruz do Capibaribe (PE);369,6;159,7;146,0872214;207,86;0,53;38,63;0,699;59048
315740;Santa Cruz do Escalvado (MG);259,1;20,8;127,9939958;105,77;0,55;44,97;0,67;5378
220910;Santa Cruz do Piauí (PI);615,3;9,4;259,4129755;98,56;0,57;51,04;0,62;5776
