Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
240940;Pau dos Ferros (RN);RN;277,9;88,6;333,4156303;171,09;0,56;46,49;0,725;24758
240950;Pedra Grande (RN);RN;212,3;18,9;103,0986042;69,5;0,57;58,89;0,587;4017
240960;Pedra Preta (RN);RN;277,5;10,3;101,8352833;64,75;0,64;66,6;0,575;2847
240970;Pedro Avelino (RN);RN;878,2;9,1;133,8547848;109,7;0,61;54,34;0,622;8006
240980;Pedro Velho (RN);RN;181,4;74,4;71,5735611;89,7;0,65;58,27;0,626;13518
240990;Pendências (RN);RN;442,5;25,8;177,5882708;104,59;0,5;46,12;0,631;11401
241000;Pilões (RN);RN;77,5;38,8;317,5676206;80,36;0,53;56,87;0,643;3002
241010;Poço Branco (RN);RN;169,3;72,4;53,71364415;67,9;0,51;53,35;0,606;12261
241020;Portalegre (RN);RN;128,5;52,5;308,2131427;82,53;0,61;60,41;0,633;6746
241025;Porto do Mangue (RN);RN;332,4;12,2;191,8438965;75,33;0,54;54,06;0,598;4064
241030;Presidente Juscelino (RN);RN;190,2;35,7;65,55198115;103,68;0,73;63,59;0,605;7005
241040;Pureza (RN);RN;508,9;13,6;52,92315443;67,78;0,56;60,64;0,577;6963
241050;Rafael Fernandes (RN);RN;95;44,7;336,3641161;80,69;0,54;58,37;0,652;4247
241060;Rafael Godeiro (RN);RN;96,9;30,4;278,9474869;84,86;0,56;56,65;0,637;2953
241070;Riacho da Cruz (RN);RN;119,6;22,3;302,9481986;86,19;0,57;57,57;0,624;2667
241080;Riacho de Santana (RN);RN;129,1;32,5;347,2548631;57,85;0,57;65,74;0,621;4200
241090;Riachuelo (RN);RN;269;21,5;68,13515155;86,95;0,65;60,76;0,656;5760
240895;Rio do Fogo (RN);RN;151,2;63,8;61,11379981;69,82;0,59;60,17;0,598;9217
241100;Rodolfo Fernandes (RN);RN;143,6;31,1;315,1866871;95,71;0,52;51,71;0,653;4467
241110;Ruy Barbosa (RN);RN;144,5;25,5;80,8216492;66,9;0,57;61,16;0,579;3686
241120;Santa Cruz (RN);RN;594,7;52,6;102,0660098;107,58;0,64;59,59;0,655;31294
240933;Santa Maria (RN);RN;217,1;17,4;53,95838038;85,29;0,57;55,21;0,627;3778
241140;Santana do Matos (RN);RN;1445,5;11;160,9678525;70,98;0,57;58,69;0,594;15987
241142;Santana do Seridó (RN);RN;170,5;13,9;200,2404421;104,09;0,47;42,62;0,684;2377
241150;Santo Antônio (RN);RN;295;68,1;64,63563888;102,68;0,66;60,91;0,655;20107
241160;São Bento do Norte (RN);RN;198;17,1;124,0039829;81,98;0,56;53,75;0,643;3378
241170;São Bento do Trairi (RN);RN;168,4;19,2;114,4844138;65,22;0,59;62,98;0,616;3244
241180;São Fernando (RN);RN;405,5;8;227,5739182;103,76;0,48;42,68;0,664;3234
