Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
521295;Matrinchã (GO);GO;1154,9;3,9;210,2719571;161,15;0,52;34,86;0,71;4520
521300;Maurilândia (GO);GO;395;22,8;184,0045007;184,78;0,46;30,23;0,726;8969
521305;Mimoso de Goiás (GO);GO;1391,9;2;214,8779722;117,3;0,58;48,88;0,664;2801
521308;Minaçu (GO);GO;2871,6;11,7;366,7558147;187,43;0,54;51,85;0,749;33608
521310;Mineiros (GO);GO;9096,4;4,3;363,8126987;289,86;0,61;36,11;0,78;39024
521340;Moiporá (GO);GO;462,2;4,4;158,8143255;176,4;0,52;34,45;0,73;2023
521350;Monte Alegre de Goiás (GO);GO;3131,5;2,2;456,5708249;91,35;0,64;59,78;0,625;6892
521370;Montes Claros de Goiás (GO);GO;2909,4;2,7;240,3622114;194,33;0,55;32,35;0,75;7991
521375;Montividiu (GO);GO;1880,8;4,1;221,0620554;383,36;0,61;36,24;0,794;7736
521377;Montividiu do Norte (GO);GO;1338,1;2,8;402,296589;95,82;0,63;61,59;0,654;3789
521380;Morrinhos (GO);GO;2855,3;12,9;118,1310128;348,56;0,67;31,38;0,806;36990
521385;Morro Agudo de Goiás (GO);GO;266,8;9,3;173,5731217;159,98;0,51;38,34;0,717;2489
521390;Mossâmedes (GO);GO;686,8;8,4;119,3994037;194,12;0,62;40,31;0,75;5798
521400;Mozarlândia (GO);GO;1740,6;6,4;256,9601494;202,63;0,78;37,25;0,728;11186
521405;Mundo Novo (GO);GO;2154,7;3,8;340,852655;153,63;0,55;39,92;0,692;8109
521410;Mutunópolis (GO);GO;872,2;4,5;327,3672627;165,78;0,57;40,91;0,722;3958
521440;Nazário (GO);GO;301,1;22,1;67,72750533;202,02;0,51;40,83;0,765;6631
521450;Nerópolis (GO);GO;204,9;90,6;30,56399738;232,17;0,54;30,74;0,785;18578
521460;Niquelândia (GO);GO;9879;3,9;259,3387817;209,6;0,63;41,9;0,739;38573
521470;Nova América (GO);GO;212,8;10,3;196,4981387;147,17;0,48;37,57;0,715;2185
521480;Nova Aurora (GO);GO;303,6;6,3;186,383832;236,89;0,52;32,6;0,785;1927
521483;Nova Crixás (GO);GO;7325,3;1,5;308,87415;189,12;0,6;42,09;0,686;11061
521486;Nova Glória (GO);GO;414,5;21,6;174,0093014;147,26;0,56;41,01;0,724;8944
521487;Nova Iguaçu de Goiás (GO);GO;630,7;4,4;265,9699166;182,95;0,63;42,97;0,723;2746
521490;Nova Roma (GO);GO;2143,9;1,7;413,8744679;103,79;0,59;52,1;0,679;3717
521500;Nova Veneza (GO);GO;123,8;51,5;35,00541206;169,98;0,5;36,87;0,732;6414
521520;Novo Brasil (GO);GO;652,2;6,4;171,0845757;182,69;0,53;36,19;0,712;4181
521523;Novo Gama (GO);GO;192,3;386,4;146,7186665;186,67;0,53;44,67;0,742;74380
521525;Novo Planalto (GO);GO;1247,2;2,7;382,6392319;149,18;0,54;41,46;0,715;3432
521530;Orizona (GO);GO;1979,4;6,6;109,1300977;245,55;0,56;35,88;0,768;13067
521540;Ouro Verde de Goiás (GO);GO;210,4;20,7;51,41670301;177,28;0,55;41,83;0,719;4358
521550;Ouvidor (GO);GO;414,9;10,3;228,807884;211,21;0,52;35,91;0,785;4271
521560;Padre Bernardo (GO);GO;3148,9;6,8;198,0746093;163,15;0,64;47,62;0,705;21514
521565;Palestina de Goiás (GO);GO;1325,2;2,5;242,6266004;178,3;0,54;38,2;0,739;3307
521570;Palmeiras de Goiás (GO);GO;1544,9;11,5;72,86514993;185,39;0,53;36,25;0,76;17822
521580;Palmelo (GO);GO;59,2;39;113,6479736;220,18;0,51;33,03;0,787;2309
521590;Palminópolis (GO);GO;389;9,2;97,80942556;220,41;0,55;27,89;0,753;3561
521600;Panamá (GO);GO;435,2;6,4;166,795017;182,56;0,52;36,53;0,734;2776
521630;Paranaiguara (GO);GO;1157,7;7,1;289,3551518;241,72;0,6;35,51;0,751;8192
521640;Paraúna (GO);GO;3793,8;2,9;130,5788316;245,93;0,62;35,83;0,742;10834
521645;Perolândia (GO);GO;1033;2,7;313,0213244;211,07;0,58;40,93;0,73;2791
521680;Petrolina de Goiás (GO);GO;555,1;18,7;65,50901599;192,06;0,56;37,59;0,733;10381
