Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
510279;Carlinda (MT);MT;2426,9;5,1;627,1517906;138,09;0,53;45,34;0,7;12296
510285;Castanheira (MT);MT;3789,9;2;565,0679676;191,42;0,57;53,94;0,73;7790
510250;Cáceres (MT);MT;24796,8;3,4;177,1662243;218,72;0,6;44,07;0,737;85857
510300;Chapada dos Guimarães (MT);MT;6249,4;2,5;40,06548173;189,27;0,62;48,88;0,711;15755
510305;Cláudia (MT);MT;3919,9;2,6;471,8141175;439,76;0,68;37,29;0,813;10249
510310;Cocalinho (MT);MT;19486,3;0,3;563,4717844;218,29;0,59;37,63;0,727;5504
510320;Colíder (MT);MT;3009,9;9,3;536,0026376;270,46;0,64;41,72;0,75;28051
510330;Comodoro (MT);MT;21826,3;0,7;451,0345337;242,47;0,65;55,25;0,724;15046
510335;Confresa (MT);MT;5819,7;3,1;736,7019416;162,24;0,63;55,98;0,704;17841
510337;Cotriguaçu (MT);MT;9161,7;0,9;685,2385552;225,96;0,63;52,01;0,721;8474
510340;Cuiabá (MT);MT;3984,9;121,1;0;442,1;0,65;40,93;0,821;483346
510345;Denise (MT);MT;1275,2;5,8;139,9346521;208,1;0,55;36,91;0,736;7463
510350;Diamantino (MT);MT;7764,4;2,4;137,1152028;291,13;0,64;50,86;0,788;18580
510360;Dom Aquino (MT);MT;2212,7;3,8;128,3631459;172,83;0,55;49,27;0,722;8418
510370;Feliz Natal (MT);MT;11492,8;0,6;378,5923083;324,84;0,59;35,86;0,748;6769
510380;Figueirópolis d'Oeste (MT);MT;894,1;4,8;283,4758041;197,53;0,59;42,05;0,705;4315
510385;Gaúcha do Norte (MT);MT;16963,1;0,3;416,9242857;158,07;0,61;45,54;0,702;4605
510390;General Carneiro (MT);MT;4146,9;1;357,814067;145,7;0,61;50,77;0,695;4349
510395;Glória d'Oeste (MT);MT;849,3;4;242,4296054;238,17;0,63;42,05;0,731;3361
510410;Guarantã do Norte (MT);MT;2766,9;9,9;658,07524;267,83;0,64;42,65;0,757;28200
510420;Guiratinga (MT);MT;5376,6;2,3;263,5095034;210,79;0,63;43,19;0,761;12645
510450;Indiavaí (MT);MT;602,4;3,4;265,3095139;164,23;0,52;47,58;0,714;2056
510455;Itaúba (MT);MT;6491,6;1,3;511,5743487;261,64;0,6;36,39;0,74;8565
510460;Itiquira (MT);MT;8666,9;1,1;274,2206684;236,88;0,6;39,24;0,767;9200
510480;Jaciara (MT);MT;1664,5;14,3;127,4989465;257,56;0,54;33,57;0,788;23796
510490;Jangada (MT);MT;1025,5;6,9;57,99623172;122,98;0,57;55,88;0,68;7134
510500;Jauru (MT);MT;1221,7;10,5;297,882934;138,94;0,57;48,78;0,68;12764
510510;Juara (MT);MT;21492,4;1,4;506,2851057;295,76;0,58;40,12;0,763;30748
510515;Juína (MT);MT;26529,7;1,4;548,8747881;284,6;0,6;40,97;0,749;38017
510517;Juruena (MT);MT;3203,3;1,7;635,5508041;244,92;0,55;49,55;0,751;5448
510520;Juscimeira (MT);MT;2212,6;5,5;139,1878452;191,11;0,61;48,51;0,718;12063
510523;Lambari d'Oeste (MT);MT;1719,1;2,7;206,4786075;156,34;0,57;47,08;0,692;4690
510525;Lucas do Rio Verde (MT);MT;3673,7;5,3;283,6192605;384,03;0,55;37,52;0,818;19316
